url,title,price,location,rooms,area,floor,district,address,currency,city,max_floor
https://krisha.kz/a/show/663450955?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=64,2-комнатная квартира · 69 м² · 3/5 этаж,360000,"Медеуский р-н, Назарбаева 80 — Гоголя",,69.0,3.0,Медеуский р-н,Назарбаева 80 — Гоголя,KZT,Алматы,5.0
https://krisha.kz/a/show/1007437428?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=65,3-комнатная квартира · 84 м² · 2/5 этаж,500000,"Бостандыкский р-н, мкр Коктем-2 2",,84.0,2.0,Бостандыкский р-н,мкр Коктем-2 2,KZT,Алматы,5.0
https://krisha.kz/a/show/1007538346?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=66,3-комнатная квартира · 110 м² · 5/20 этаж,600000,"Бостандыкский р-н, Гагарина",,110.0,5.0,Бостандыкский р-н,Гагарина,KZT,Алматы,20.0
https://krisha.kz/a/show/1004821030?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=67,2-комнатная квартира · 44 м² · 1/4 этаж,250000,"Ауэзовский р-н, мкр Мамыр, Спортивная 8",,44.0,1.0,Ауэзовский р-н,"мкр Мамыр, Спортивная 8",KZT,Алматы,4.0
https://krisha.kz/a/show/1004208823?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=68,1-комнатная квартира · 33 м²,170000,Куйбышева 8,,33.0,,Куйбышева 8,unknown,KZT,Алматы,
https://krisha.kz/a/show/1003114120?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=69,2-комнатная квартира · 40 м² · 1/3 этаж,260000,"Бостандыкский р-н, Ауэзова 136А — Атакент(выставка)",,40.0,1.0,Бостандыкский р-н,Ауэзова 136А — Атакент(выставка),KZT,Алматы,3.0
https://krisha.kz/a/show/692827826?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=70,1-комнатная квартира · 42.2 м² · 1/4 этаж,250000,"Бостандыкский р-н, Катаева 204 — Розебакиева",,42.2,1.0,Бостандыкский р-н,Катаева 204 — Розебакиева,KZT,Алматы,4.0
https://krisha.kz/a/show/1007621117?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=71,2-комнатная квартира · 75 м² · 5/12 этаж,350000,"Бостандыкский р-н, Каныша Сатпаева",,75.0,5.0,Бостандыкский р-н,Каныша Сатпаева,KZT,Алматы,12.0
https://krisha.kz/a/show/1007478212?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=72,1-комнатная квартира · 42 м² · 1/5 этаж,250000,"Бостандыкский р-н, Басенова 45",,42.0,1.0,Бостандыкский р-н,Басенова 45,KZT,Алматы,5.0
https://krisha.kz/a/show/1007677959?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=73,2-комнатная квартира · 55 м² · 5/12 этаж,330000,"Алмалинский р-н, Торекулова",,55.0,5.0,Алмалинский р-н,Торекулова,KZT,Алматы,12.0
https://krisha.kz/a/show/1007509980?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=74,2-комнатная квартира · 80 м² · 3/12 этаж,450000,"Бостандыкский р-н, Сатпаева",,80.0,3.0,Бостандыкский р-н,Сатпаева,KZT,Алматы,12.0
https://krisha.kz/a/show/1007639656?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=75,2-комнатная квартира · 55 м² · 5/12 этаж,330000,"Алмалинский р-н, Тургут Озала",,55.0,5.0,Алмалинский р-н,Тургут Озала,KZT,Алматы,12.0
https://krisha.kz/a/show/1007614480?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=76,2-комнатная квартира · 55 м² · 5/20 этаж,370000,"Бостандыкский р-н, Гагарина",,55.0,5.0,Бостандыкский р-н,Гагарина,KZT,Алматы,20.0
https://krisha.kz/a/show/1007510668?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=77,2-комнатная квартира · 75 м² · 5/12 этаж,450000,"Алмалинский р-н, Сейфуллина",,75.0,5.0,Алмалинский р-н,Сейфуллина,KZT,Алматы,12.0
https://krisha.kz/a/show/1007507064?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=78,1-комнатная квартира · 42 м² · 10/12 этаж,300000,"Алатауский р-н, Бауыржана Момышулы — Монке би",,42.0,10.0,Алатауский р-н,Бауыржана Момышулы — Монке би,KZT,Алматы,12.0
https://krisha.kz/a/show/1007683992?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=79,2-комнатная квартира · 85 м² · 4/12 этаж,600000,"Медеуский р-н, Гоголя — Гоголя",,85.0,4.0,Медеуский р-н,Гоголя — Гоголя,KZT,Алматы,12.0
https://krisha.kz/a/show/1007586418?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=80,2-комнатная квартира · 41 м² · 2/4 этаж,230000,"Бостандыкский р-н, Тимирязева 107 — Тимирязева - Розыбакиева",,41.0,2.0,Бостандыкский р-н,Тимирязева 107 — Тимирязева - Розыбакиева,KZT,Алматы,4.0
https://krisha.kz/a/show/1007537679?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=81,2-комнатная квартира · 75 м² · 5/12 этаж,450000,"Бостандыкский р-н, Розыбакиева",,75.0,5.0,Бостандыкский р-н,Розыбакиева,KZT,Алматы,12.0
https://krisha.kz/a/show/692158379?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=82,2-комнатная квартира · 55 м² · 3/3 этаж,450000,"Медеуский р-н, мкр Аскартау, Ремизовка 1а",,55.0,3.0,Медеуский р-н,"мкр Аскартау, Ремизовка 1а",KZT,Алматы,3.0
https://krisha.kz/a/show/1007621021?srchid=019ae96f-4179-75ad-8059-adf53fc590d7&srchtype=filter&srchpos=83,2-комнатная квартира · 80 м² · 5/20 этаж,360000,"Бостандыкский р-н, Гагарина",,80.0,5.0,Бостандыкский р-н,Гагарина,KZT,Алматы,20.0
